route_id,service_id,trip_id,trip_headsign,shape_id,block_id
14,986,308200:414204:423251,ARTHUR to Jumbo Gardens,3539,423251
1,979,307025:414205:417187,MAINLINE to Waterfront,3522,417187
1,976,309568:414206:417161,MAINLINE to City Hall,3565,417161
14,976,309402:414207:423205,ARTHUR to Airport,3545,423205
1,976,309599:414208:423208,MAINLINE to Waterfront,3529,423208
10,979,306916:414209:417200,NORTHWOOD to College,3549,417200
10,985,306916:414209:423223,NORTHWOOD to College,3549,423223
14,976,309376:414210:423263,ARTHUR to City Hall,3541,423263
1,976,309623:414211:423208,MAINLINE to City Hall,3565,423208
9,979,307083:414212:417167,JUNOT to University,3469,417167
9,985,307083:414212:423192,JUNOT to University,3469,423192
2,984,305957:414213:417230,CROSSTOWN to Westfort,3487,417230
1,984,306048:414214:417169,MAINLINE to Waterfront,3522,417169
16,979,306576:414215:417202,BALMORAL to City Hall,3498,417202
16,985,306576:414215:423225,BALMORAL to City Hall,3498,423225
8,983,305903:414217:417180,JAMES to City Hall,3540,417180
1,986,307931:414218:423200,MAINLINE to City Hall,3565,423200
5,980,306801:414219:417175,EDWARD to Waterfront,3555,417175
15,986,308571:414220:423226,BEVERLY to University,3535,423226
15,986,308541:414221:423226,BEVERLY to Intercity,3524,423226
9,983,305832:414222:417227,JUNOT to Waterfront,3499,417227
15,979,307449:414223:417167,BEVERLY to Intercity,3524,417167
15,985,307449:414223:423192,BEVERLY to Intercity,3524,423192
14,986,308207:414226:423241,ARTHUR to Jumbo Gardens,3539,423241
3J,979,306822:414227:417233,JUMBO GARDENS to Sherwood Dr.,3525,417233
14,979,306654:414228:417233,ARTHUR to Airport,3545,417233
14,985,306654:414228:423224,ARTHUR to Airport,3545,423224
16,979,306582:414229:417211,BALMORAL to College,3501,417211
16,985,306582:414229:423259,BALMORAL to College,3501,423259
14,986,308245:414230:423219,ARTHUR to Airport,3545,423219
10,986,308290:414231:423230,NORTHWOOD to College,3549,423230
2,986,308494:414232:423199,CROSSTOWN to Westfort,3487,423199
2,984,305975:414233:417230,CROSSTOWN to Waterfront,3478,417230
18,983,305759:414234:417232,WESTFORT to Mary,3509,417232
9,983,305846:414235:417242,JUNOT to University,3469,417242
9,987,305846:414235:423266,JUNOT to University,3469,423266
1,979,307022:414236:417215,MAINLINE to Waterfront,3522,417215
15,979,307497:414237:417218,BEVERLY to University,3535,417218
3C,979,306955:414238:417245,COUNTY PARK to Northwood,3564,417245
2,984,305966:414239:417165,CROSSTOWN to Waterfront,3478,417165
10,986,308266:414240:423204,NORTHWOOD to County Park,3544,423204
10,976,309336:414241:423221,NORTHWOOD to County Park,3550,423221
3M,986,307687:414242:423204,MEMORIAL to County Park,3563,423204
9,983,305829:414243:417242,JUNOT to Waterfront,3499,417242
15,986,308570:414244:423242,BEVERLY to University,3535,423242
12,979,306613:414245:417211,EAST END,3537,417211
12,985,306613:414245:423259,EAST END,3537,423259
15,976,309288:414246:423195,BEVERLY to University,3533,423195
18,983,305774:414247:417219,WESTFORT to City Hall,3546,417219
18,987,305774:414247:423196,WESTFORT to City Hall,3546,423196
15,976,309277:414248:423238,BEVERLY to University,3535,423238
9,979,307066:414249:417218,JUNOT to Waterfront,3499,417218
10,976,309359:414250:423221,NORTHWOOD to College,3549,423221
18,976,309866:414251:423229,WESTFORT to City Hall,3546,423229
3C,976,309438:414252:423269,COUNTY PARK to Castlegreen Dr,3528,423269
15,983,306324:414253:417242,BEVERLY to Intercity,3523,417242
15,987,306324:414253:423266,BEVERLY to Intercity,3523,423266
1,986,307990:414254:423190,MAINLINE to City Hall,3565,423190
11,979,306730:414255:417248,JOHN to Waterfront,3510,417248
11,985,306730:414255:423217,JOHN to Waterfront,3510,423217
11,979,306729:414256:417228,JOHN to Waterfront,3510,417228
11,985,306729:414256:423268,JOHN to Waterfront,3510,423268
10,976,309350:414257:423269,NORTHWOOD to County Park,3550,423269
9,979,307084:414258:417218,JUNOT to University,3469,417218
9,985,307084:414258:423240,JUNOT to University,3469,423240
15,986,308544:414259:423215,BEVERLY to Intercity,3524,423215
3M,983,306056:414260:417203,MEMORIAL to County Park,3563,417203
18,986,307604:414261:423200,WESTFORT to City Hall,3546,423200
16,979,306546:414263:417202,BALMORAL to College,3501,417202
16,985,306546:414263:423225,BALMORAL to College,3501,423225
13,976,309300:414264:423227,JOHN-JUMBO to Waterfront,3483,423227
9,986,307857:414265:423189,JUNOT to University,3469,423189
9,979,307078:414266:417170,JUNOT to Waterfront,3499,417170
18,986,307608:414267:423200,WESTFORT to City Hall,3546,423200
14,979,306624:414268:417246,ARTHUR to Jumbo Gardens,3539,417246
14,985,306624:414268:423197,ARTHUR to Jumbo Gardens,3539,423197
5,980,306778:414269:417237,EDWARD to Waterfront,3555,417237
1,984,305988:414271:417169,MAINLINE to City Hall,3565,417169
3M,976,309512:414272:423211,MEMORIAL to County Park,3563,423211
8,979,307336:414273:417244,JAMES to City Hall via College,3551,417244
14,976,309383:414274:423205,ARTHUR to City Hall,3541,423205
8,986,308414:414276:423193,JAMES to College,3538,423193
5,976,309484:414277:417214,EDWARD to Waterfront,3555,417214
7,976,309699:414278:423227,HUDSON to Shuniah St.,3466,423227
14,986,308206:414279:423219,ARTHUR to Jumbo Gardens,3539,423219
3J,979,306828:414280:417246,JUMBO GARDENS to Sherwood Dr.,3525,417246
3M,979,307280:414281:417229,MEMORIAL to Northwood,3520,417229
5,984,306154:414283:417230,EDWARD to Waterfront,3555,417230
15,979,307470:414284:417218,BEVERLY to Intercity,3524,417218
15,985,307470:414284:423240,BEVERLY to Intercity,3524,423240
11,986,308066:414285:423255,JOHN to Windsor St.,3517,423255
18,986,307581:414286:423200,WESTFORT to Mary,3509,423200
5,986,308128:414287:423232,EDWARD to Waterfront,3555,423232
18,986,307597:414289:423190,WESTFORT to City Hall,3546,423190
14,986,308205:414290:423251,ARTHUR to Jumbo Gardens,3539,423251
1,986,307962:414291:423190,MAINLINE to Waterfront,3522,423190
8,979,307323:414292:417216,JAMES to Intercity via College,3552,417216
8,985,307323:414292:423202,JAMES to Intercity via College,3552,423202
1,983,306046:414293:417196,MAINLINE to City Hall,3565,417196
1,987,306046:414293:423247,MAINLINE to City Hall,3565,423247
18,979,306434:414294:417199,WESTFORT to City Hall,3546,417199
18,985,306434:414294:423249,WESTFORT to City Hall,3546,423249
8,983,305905:414295:417213,JAMES to City Hall,3540,417213
8,976,309718:414296:423263,JAMES to College,3538,423263
1,979,306997:414297:417215,MAINLINE to City Hall,3565,417215
1,985,306997:414297:423187,MAINLINE to City Hall,3565,423187
15,986,308547:414298:423235,BEVERLY to Intercity,3524,423235
3M,983,306085:414299:417210,MEMORIAL to Northwood,3515,417210
8,976,309740:414300:423239,JAMES to College,3538,423239
11,979,306708:414301:417228,JOHN to Waterfront,3510,417228
11,985,306708:414301:423268,JOHN to Waterfront,3510,423268
14,986,308225:414302:423219,ARTHUR to Airport,3545,423219
9,979,307061:414303:417170,JUNOT to Waterfront,3499,417170
15,979,307464:414305:417167,BEVERLY to Intercity,3524,417167
15,985,307464:414305:423192,BEVERLY to Intercity,3524,423192
2,986,308520:414306:423250,CROSSTOWN to College,3504,423250
14,979,306668:414307:417224,ARTHUR to Airport,3545,417224
14,985,306668:414307:423234,ARTHUR to Airport,3545,423234
9,979,307079:414309:417188,JUNOT to Waterfront,3499,417188
18,979,306421:414310:417199,WESTFORT to City Hall,3546,417199
18,985,306421:414310:423249,WESTFORT to City Hall,3546,423249
17,983,305807:414311:417219,CURRENT RIVER to Waterfront,3566,417219
18,976,309859:414313:423208,WESTFORT to City Hall,3546,423208
5,980,306753:414315:417237,EDWARD to Waterfront,3555,417237
14,976,309395:414316:423263,ARTHUR to Airport,3545,423263
9,979,307105:414317:417167,JUNOT to Waterfront,3499,417167
1,976,309612:414318:417161,MAINLINE to Waterfront,3522,417161
15,976,309292:414319:423195,BEVERLY to University,3533,423195
8,979,307330:414321:417244,JAMES to City Hall via College,3551,417244
13,986,308388:414322:423267,JOHN-JUMBO to Waterfront,3483,423267
1,979,307005:414323:417215,MAINLINE to City Hall,3565,417215
1,985,307005:414323:423187,MAINLINE to City Hall,3565,423187
16,979,306538:414324:417211,BALMORAL to City Hall,3498,417211
16,985,306538:414324:423259,BALMORAL to City Hall,3498,423259
18,986,307592:414325:423200,WESTFORT to Mary,3509,423200
2,976,309671:414326:417214,CROSSTOWN to Waterfront,3478,417214
17,979,306448:414327:417218,CURRENT RIVER to Cowan,3442,417218
17,985,306448:414327:423240,CURRENT RIVER to Cowan,3442,423240
10,986,308279:414328:423260,NORTHWOOD to College,3549,423260
7,979,307144:414329:417248,HUDSON to Shuniah St.,3466,417248
7,985,307144:414329:423217,HUDSON to Shuniah St.,3466,423217
10,983,306262:414330:417185,NORTHWOOD to County Park,3550,417185
10,987,306262:414330:423256,NORTHWOOD to County Park,3550,423256
1,976,309594:414331:423208,MAINLINE to Waterfront,3522,423208
14,979,306634:414332:417246,ARTHUR to Jumbo Gardens,3539,417246
14,985,306634:414332:423197,ARTHUR to Jumbo Gardens,3539,423197
13,983,306314:414333:417193,JOHN-JUMBO to County Fair,3513,417193
2,986,308489:414334:423232,CROSSTOWN to Waterfront,3478,423232
14,983,306242:414335:417213,ARTHUR to Airport,3545,417213
14,987,306242:414335:423191,ARTHUR to Airport,3545,423191
8,986,308429:414336:423193,JAMES to Intercity via College,3552,423193
7,983,305926:414338:417193,HUDSON to Shuniah St.,3466,417193
7,987,305926:414338:423237,HUDSON to Shuniah St.,3466,423237
13,976,309304:414339:423227,JOHN-JUMBO to Waterfront,3483,423227
1,983,306023:414340:417219,MAINLINE to Waterfront,3529,417219
1,987,306023:414340:423196,MAINLINE to Waterfront,3529,423196
13,983,306301:414341:417193,JOHN-JUMBO to Waterfront,3483,417193
13,987,306301:414341:423237,JOHN-JUMBO to Waterfront,3483,423237
8,983,305889:414342:417213,JAMES to College,3538,417213
8,987,305889:414342:423191,JAMES to College,3538,423191
5,986,308141:414343:423250,EDWARD to Waterfront,3555,423250
3C,986,308041:414344:423204,COUNTY PARK to Castlegreen Dr,3528,423204
5,984,306141:414345:417165,EDWARD to Westfort,3543,417165
3M,979,307261:414346:417207,MEMORIAL to Waterfront,3562,417207
3M,985,307261:414346:423264,MEMORIAL to Waterfront,3562,423264
3M,983,306087:414347:417198,MEMORIAL to City Hall,3518,417198
16,979,306588:414348:417211,BALMORAL to City Hall,3498,417211
16,985,306588:414348:423259,BALMORAL to City Hall,3498,423259
3C,976,309445:414349:423221,COUNTY PARK to Castlegreen Dr,3528,423221
7,979,307129:414350:417228,HUDSON to Shuniah St.,3466,417228
7,985,307129:414350:423268,HUDSON to Shuniah St.,3466,423268
3M,979,307293:414352:417200,MEMORIAL to Northwood,3520,417200
1,979,307046:414353:417187,MAINLINE to Waterfront,3522,417187
1,985,307046:414353:423210,MAINLINE to Waterfront,3522,423210
1,976,309600:414354:423246,MAINLINE to Waterfront,3529,423246
1,986,307945:414355:423243,MAINLINE to City Hall,3565,423243
16,982,308349:414356:417220,BALMORAL to College,3501,417220
15,976,309276:414357:423195,BEVERLY to University,3533,423195
17,979,306503:414358:417201,CURRENT RIVER to Waterfront,3566,417201
5,976,309487:414359:417166,EDWARD to Waterfront,3555,417166
8,986,308416:414360:423193,JAMES to College,3538,423193
18,983,305773:414361:417232,WESTFORT to City Hall,3546,417232
18,987,305773:414361:423209,WESTFORT to City Hall,3546,423209
12,986,308360:414362:423265,EAST END,3537,423265
14,976,309384:414363:423239,ARTHUR to City Hall,3541,423239
8,983,305894:414365:417213,JAMES to City Hall,3540,417213
7,983,305935:414366:417221,HUDSON to Shuniah St.,3466,417221
7,987,305935:414366:423245,HUDSON to Shuniah St.,3466,423245
5,980,306774:414367:417175,EDWARD to Waterfront,3555,417175
8,979,307333:414368:417244,JAMES to City Hall via College,3551,417244
15,979,307446:414370:417201,BEVERLY to Intercity,3524,417201
15,985,307446:414370:423228,BEVERLY to Intercity,3524,423228
10,983,306245:414371:417210,NORTHWOOD to County Park,3550,417210
10,987,306245:414371:423214,NORTHWOOD to County Park,3550,423214
15,986,308559:414372:423215,BEVERLY to University,3533,423215
9,983,305831:414374:417242,JUNOT to Waterfront,3499,417242
7,986,307904:414375:423267,HUDSON to Shuniah St.,3466,423267
13,979,306518:414376:417248,JOHN-JUMBO to County Fair,3513,417248
9,986,307848:414377:423235,JUNOT to University,3469,423235
18,983,305786:414378:417219,WESTFORT to Mary,3509,417219
10,976,309349:414380:423211,NORTHWOOD to County Park,3550,423211
18,986,307593:414381:423243,WESTFORT to Mary,3509,423243
16,979,306536:414382:417211,BALMORAL to City Hall,3498,417211
16,985,306536:414382:423259,BALMORAL to City Hall,3498,423259
11,986,308075:414383:423267,JOHN to Waterfront,3510,423267
3M,983,306097:414384:417198,MEMORIAL to City Hall,3518,417198
2,986,308511:414385:423232,CROSSTOWN to Westfort,3487,423232
3M,979,307275:414386:417207,MEMORIAL to Jumbo Gardens,3559,417207
8,983,305872:414387:417213,JAMES to Intercity via College,3552,417213
8,987,305872:414387:423191,JAMES to Intercity via College,3552,423191
1,984,306041:414388:417169,MAINLINE to Waterfront,3522,417169
1,983,306026:414389:417196,MAINLINE to City Hall,3565,417196
1,987,306026:414389:423247,MAINLINE to City Hall,3565,423247
1,976,309606:414390:423208,MAINLINE to City Hall,3565,423208
3C,983,306169:414392:417210,COUNTY PARK to Northwood,3564,417210
7,986,307919:414393:423255,HUDSON to Shuniah St.,3466,423255
7,979,307138:414394:417228,HUDSON to Shuniah St.,3466,417228
7,985,307138:414394:423268,HUDSON to Shuniah St.,3466,423268
15,979,307462:414395:417170,BEVERLY to Intercity,3524,417170
15,985,307462:414395:423206,BEVERLY to Intercity,3524,423206
16,979,306575:414396:417202,BALMORAL to City Hall,3498,417202
16,985,306575:414396:423225,BALMORAL to City Hall,3498,423225
17,986,307631:414397:423215,CURRENT RIVER to Cowan,3442,423215
14,979,306680:414398:417233,ARTHUR to Airport,3545,417233
14,985,306680:414398:423224,ARTHUR to Airport,3545,423224
16,986,308340:414399:423265,BALMORAL to College,3501,423265
5,976,309463:414400:417166,EDWARD to Westfort,3543,417166
9,986,307860:414401:423226,JUNOT to University,3469,423226
3M,983,306093:414402:417198,MEMORIAL to City Hall,3518,417198
11,986,308078:414403:423255,JOHN to Waterfront,3510,423255
14,979,306644:414404:417233,ARTHUR to Airport,3545,417233
14,985,306644:414404:423224,ARTHUR to Airport,3545,423224
2,980,307392:414405:417217,CROSSTOWN to Waterfront,3478,417217
1,976,309571:414406:417161,MAINLINE to City Hall,3565,417161
2,986,308496:414407:423199,CROSSTOWN to Westfort,3487,423199
8,979,307351:414408:417244,JAMES to City Hall,3540,417244
18,986,307610:414409:423200,WESTFORT to City Hall,3546,423200
10,986,308289:414410:423204,NORTHWOOD to College,3549,423204
1,979,307017:414412:417187,MAINLINE to Waterfront,3522,417187
17,983,305820:414413:417196,CURRENT RIVER to Waterfront,3566,417196
18,983,305781:414414:417196,WESTFORT to City Hall,3546,417196
18,987,305781:414414:423247,WESTFORT to City Hall,3546,423247
7,983,305925:414415:417221,HUDSON to Shuniah St.,3466,417221
7,987,305925:414415:423245,HUDSON to Shuniah St.,3466,423245
15,979,307484:414416:417170,BEVERLY to University,3535,417170
17,979,306507:414417:417187,CURRENT RIVER to Cowan,3442,417187
17,985,306507:414417:423210,CURRENT RIVER to Cowan,3442,423210
3C,979,306965:414418:417229,COUNTY PARK to Northwood,3564,417229
5,986,308097:414419:423199,EDWARD to Westfort,3543,423199
17,979,306469:414421:417188,CURRENT RIVER to Waterfront,3566,417188
14,983,306233:414422:417212,ARTHUR to Airport,3545,417212
14,987,306233:414422:423194,ARTHUR to Airport,3545,423194
10,986,308269:414423:423253,NORTHWOOD to County Park,3544,423253
16,979,306531:414424:417202,BALMORAL to City Hall,3498,417202
16,985,306531:414424:423225,BALMORAL to City Hall,3498,423225
18,983,305784:414425:417196,WESTFORT to City Hall,3546,417196
18,987,305784:414425:423247,WESTFORT to City Hall,3546,423247
5,976,309452:414426:417214,EDWARD to Westfort,3543,417214
13,976,309313:414427:423227,JOHN-JUMBO to County Fair,3513,423227
3J,979,306850:414428:417233,JUMBO GARDENS to Sherwood Dr.,3525,417233
2,980,307423:414429:417217,CROSSTOWN to Westfort,3487,417217
15,986,308527:414430:423235,BEVERLY to Intercity,3523,423235
3M,979,307268:414431:417176,MEMORIAL to County Park,3560,417176
2,979,307444:414432:417211,CROSSTOWN to Waterfront,3478,417211
2,985,307444:414432:423259,CROSSTOWN to Waterfront,3478,423259
1,986,307972:414435:423190,MAINLINE to Waterfront,3522,423190
9,979,307108:414436:417170,JUNOT to University,3469,417170
9,985,307108:414436:423206,JUNOT to University,3469,423206
9,979,307092:414437:417188,JUNOT to University,3469,417188
9,985,307092:414437:423218,JUNOT to University,3469,423218
8,983,305871:414438:417212,JAMES to Intercity via College,3552,417212
8,987,305871:414438:423194,JAMES to Intercity via College,3552,423194
8,986,308427:414439:423220,JAMES to Intercity via College,3552,423220
3C,979,306944:414440:417200,COUNTY PARK to Castlegreen Dr,3528,417200
