route_id,service_id,trip_id,trip_headsign,shape_id,block_id
7,986,307909:414695:423255,HUDSON to Shuniah St.,3466,423255
5,980,306789:414697:417217,EDWARD to Westfort,3543,417217
3M,979,307269:414698:417158,MEMORIAL to Jumbo Gardens,3559,417158
14,983,306205:414699:417213,ARTHUR to City Hall,3541,417213
14,987,306205:414699:423191,ARTHUR to City Hall,3541,423191
1,983,306017:414700:417196,MAINLINE to Waterfront,3522,417196
1,987,306017:414700:423247,MAINLINE to Waterfront,3522,423247
18,979,306442:414701:417187,WESTFORT to City Hall,3546,417187
18,985,306442:414701:423210,WESTFORT to City Hall,3546,423210
18,986,307615:414702:423190,WESTFORT to City Hall,3546,423190
8,976,309744:414704:423205,JAMES to College,3538,423205
1,976,309597:414705:417161,MAINLINE to Waterfront,3522,417161
16,986,308338:414706:423265,BALMORAL to College,3501,423265
2,986,308516:414707:423250,CROSSTOWN to Westfort,3487,423250
11,986,308080:414708:423255,JOHN to Waterfront,3510,423255
5,980,306781:414709:417237,EDWARD to Waterfront,3555,417237
5,986,308091:414710:423199,EDWARD to Westfort,3543,423199
14,986,308195:414711:423251,ARTHUR to Jumbo Gardens,3539,423251
3M,983,306091:414712:417198,MEMORIAL to City Hall,3518,417198
12,982,308359:414713:417220,EAST END,3537,417220
14,979,306635:414714:417207,ARTHUR to Jumbo Gardens,3539,417207
14,985,306635:414714:423264,ARTHUR to Jumbo Gardens,3539,423264
11,979,306707:414715:417248,JOHN to Waterfront,3510,417248
11,985,306707:414715:423217,JOHN to Waterfront,3510,423217
5,976,309475:414716:417166,EDWARD to Waterfront,3555,417166
12,982,308375:414717:417220,EAST END,3537,417220
1,986,307934:414720:423190,MAINLINE to City Hall,3565,423190
15,979,307503:414721:417170,BEVERLY to University,3535,417170
15,985,307503:414721:423206,BEVERLY to University,3535,423206
3M,986,307787:414722:423260,MEMORIAL to Waterfront,3562,423260
1,983,306021:414723:417196,MAINLINE to Waterfront,3529,417196
1,987,306021:414723:423247,MAINLINE to Waterfront,3529,423247
15,983,306325:414724:417227,BEVERLY to Intercity,3523,417227
15,987,306325:414724:423236,BEVERLY to Intercity,3523,423236
13,983,306296:414726:417221,JOHN-JUMBO to Waterfront,3483,417221
13,987,306296:414726:423245,JOHN-JUMBO to Waterfront,3483,423245
7,976,309698:414727:423213,HUDSON to Shuniah St.,3466,423213
1,986,307974:414728:423190,MAINLINE to Waterfront,3522,423190
3M,979,307256:414729:417240,MEMORIAL to Waterfront,3562,417240
3M,985,307256:414729:423257,MEMORIAL to Waterfront,3562,423257
8,976,309749:414730:423205,JAMES to College,3538,423205
1,986,307989:414731:423190,MAINLINE to Waterfront,3522,423190
17,976,309799:414733:423246,CURRENT RIVER to Cowan,3442,423246
17,983,305809:414735:417232,CURRENT RIVER to Waterfront,3566,417232
18,979,306410:414736:417199,WESTFORT to Mary,3509,417199
18,985,306410:414736:423249,WESTFORT to Mary,3509,423249
11,986,308053:414737:423267,JOHN to Windsor St.,3517,423267
5,976,309466:414738:417214,EDWARD to Westfort,3543,417214
3M,979,307212:414740:417245,MEMORIAL to County Park,3560,417245
3M,983,306090:414741:417210,MEMORIAL to Northwood,3515,417210
8,983,305904:414743:417213,JAMES to College,3538,417213
8,987,305904:414743:423191,JAMES to College,3538,423191
1,983,306053:414744:417232,MAINLINE to City Hall,3567,417232
1,987,306053:414744:423209,MAINLINE to City Hall,3567,423209
10,979,306870:414745:417176,NORTHWOOD to County Park,3544,417176
10,985,306870:414745:423261,NORTHWOOD to County Park,3544,423261
16,986,308323:414748:423265,BALMORAL to City Hall,3498,423265
18,986,307595:414749:423243,WESTFORT to City Hall,3546,423243
2,986,308507:414750:423199,CROSSTOWN to Westfort,3487,423199
7,983,305921:414751:417193,HUDSON to Waterfront,3458,417193
10,976,309366:414753:423211,NORTHWOOD to College,3549,423211
9,986,307842:414755:423226,JUNOT to University,3469,423226
2,986,308492:414757:423199,CROSSTOWN to Westfort,3487,423199
1,983,306013:414758:417219,MAINLINE to Waterfront,3522,417219
1,987,306013:414758:423196,MAINLINE to Waterfront,3522,423196
1,984,305997:414759:417169,MAINLINE to City Hall,3565,417169
3M,979,307189:414760:417224,MEMORIAL to Jumbo Gardens,3559,417224
5,986,308134:414761:423232,EDWARD to Waterfront,3555,423232
15,983,306359:414762:417227,BEVERLY to University,3533,417227
15,987,306359:414762:423236,BEVERLY to University,3533,423236
17,983,305803:414763:417219,CURRENT RIVER to Cowan,3442,417219
17,987,305803:414763:423196,CURRENT RIVER to Cowan,3442,423196
15,976,309256:414764:423195,BEVERLY to Intercity,3523,423195
17,976,309790:414765:423246,CURRENT RIVER to Cowan,3442,423246
7,979,307161:414766:417248,HUDSON to Waterfront,3458,417248
8,979,307344:414767:417244,JAMES to College,3538,417244
8,985,307344:414767:423198,JAMES to College,3538,423198
14,983,306244:414769:417180,ARTHUR to City Hall,3541,417180
14,987,306244:414769:423212,ARTHUR to City Hall,3541,423212
3M,976,309562:414770:423211,MEMORIAL to Waterfront,3562,423211
3M,983,306059:414772:417203,MEMORIAL to County Park,3563,417203
7,979,307131:414773:417248,HUDSON to Shuniah St.,3466,417248
7,985,307131:414773:423217,HUDSON to Shuniah St.,3466,423217
15,986,308533:414774:423189,BEVERLY to Intercity,3524,423189
3J,979,306835:414775:417224,JUMBO GARDENS to Sherwood Dr.,3525,417224
7,983,305906:414776:417221,HUDSON to Waterfront,3458,417221
7,986,307907:414777:423255,HUDSON to Shuniah St.,3466,423255
9,976,309772:414778:423195,JUNOT to University,3469,423195
11,986,308060:414780:423255,JOHN to Windsor St.,3517,423255
8,986,308437:414781:423219,JAMES to College,3538,423219
16,979,306535:414782:417202,BALMORAL to City Hall,3498,417202
16,985,306535:414782:423225,BALMORAL to City Hall,3498,423225
1,979,307019:414783:417187,MAINLINE to Waterfront,3522,417187
18,986,307606:414784:423200,WESTFORT to City Hall,3546,423200
2,980,307385:414786:417237,CROSSTOWN to Waterfront,3478,417237
1,979,307030:414787:417215,MAINLINE to Waterfront,3522,417215
12,982,308365:414789:417220,EAST END,3537,417220
15,976,309289:414790:423238,BEVERLY to University,3533,423238
17,979,306473:414791:417167,CURRENT RIVER to Waterfront,3566,417167
11,986,308065:414792:423267,JOHN to Windsor St.,3517,423267
3C,983,306174:414794:417185,COUNTY PARK to Northwood,3564,417185
5,986,308104:414795:423232,EDWARD to Westfort,3543,423232
14,983,306214:414796:417212,ARTHUR to City Hall,3541,417212
14,987,306214:414796:423194,ARTHUR to City Hall,3541,423194
11,979,306718:414797:417228,JOHN to Waterfront,3510,417228
11,985,306718:414797:423268,JOHN to Waterfront,3510,423268
7,983,305913:414798:417193,HUDSON to Waterfront,3458,417193
1,986,307951:414799:423243,MAINLINE to City Hall,3567,423243
17,983,305817:414801:417196,CURRENT RIVER to Waterfront,3566,417196
3M,983,306118:414802:417198,MEMORIAL to City Hall,3518,417198
7,986,307910:414804:423267,HUDSON to Shuniah St.,3466,423267
7,979,307118:414805:417248,HUDSON to Waterfront,3458,417248
5,984,306131:414806:417165,EDWARD to Westfort,3543,417165
5,986,308116:414807:423232,EDWARD to Waterfront,3555,423232
2,976,309658:414809:417166,CROSSTOWN to Waterfront,3478,417166
17,986,307642:414810:423243,CURRENT RIVER to Cowan,3442,423243
3M,979,307289:414812:417176,MEMORIAL to Northwood,3520,417176
7,979,307148:414813:417248,HUDSON to Shuniah St.,3466,417248
7,985,307148:414813:423217,HUDSON to Shuniah St.,3466,423217
3M,979,307205:414814:417246,MEMORIAL to Jumbo Gardens,3559,417246
10,976,309339:414815:423221,NORTHWOOD to County Park,3544,423221
2,976,309653:414816:417214,CROSSTOWN to Waterfront,3478,417214
5,984,306127:414817:417165,EDWARD to Westfort,3543,417165
10,979,306871:414818:417245,NORTHWOOD to County Park,3544,417245
10,985,306871:414818:423258,NORTHWOOD to County Park,3544,423258
3C,976,309439:414819:423221,COUNTY PARK to Castlegreen Dr,3528,423221
9,976,309779:414820:423195,JUNOT to University,3469,423195
3M,979,307237:414821:417158,MEMORIAL to Airport,3516,417158
1,976,309604:414822:423246,MAINLINE to City Hall,3565,423246
18,976,309863:414823:423229,WESTFORT to City Hall,3546,423229
18,979,306409:414824:417199,WESTFORT to Mary,3509,417199
18,985,306409:414824:423249,WESTFORT to Mary,3509,423249
14,979,306685:414825:417233,ARTHUR to Airport,3545,417233
14,985,306685:414825:423224,ARTHUR to Airport,3545,423224
10,986,308267:414826:423230,NORTHWOOD to County Park,3544,423230
10,986,308265:414827:423260,NORTHWOOD to County Park,3544,423260
2,980,307443:414830:417175,CROSSTOWN to Waterfront,3478,417175
1,976,309631:414831:423208,MAINLINE to Waterfront,3522,423208
1,976,309617:414832:417161,MAINLINE to Waterfront,3522,417161
3C,986,308033:414833:423254,COUNTY PARK to Castlegreen Dr,3528,423254
15,979,307491:414834:417167,BEVERLY to University,3535,417167
9,983,305851:414835:417227,JUNOT to University,3469,417227
9,987,305851:414835:423236,JUNOT to University,3469,423236
1,986,307933:414836:423190,MAINLINE to City Hall,3567,423190
14,986,308217:414837:423252,ARTHUR to Airport,3545,423252
1,976,309584:414839:423229,MAINLINE to Waterfront,3522,423229
10,983,306261:414841:417203,NORTHWOOD to County Park,3550,417203
10,987,306261:414841:423231,NORTHWOOD to County Park,3550,423231
6,980,306528:414842:417197,MISSION RD.,3104,417197
2,980,307387:414843:417175,CROSSTOWN to Waterfront,3478,417175
11,986,308071:414844:423267,JOHN to Waterfront,3510,423267
6,980,306526:414845:417197,MISSION RD.,3104,417197
11,986,308079:414846:423267,JOHN to Waterfront,3510,423267
3J,979,306809:414847:417207,JUMBO GARDENS to Airport,3530,417207
1,979,307013:414849:417187,MAINLINE to City Hall,3565,417187
1,985,307013:414849:423210,MAINLINE to City Hall,3565,423210
3J,979,306848:414851:417224,JUMBO GARDENS to Sherwood Dr.,3525,417224
13,976,309316:414852:423213,JOHN-JUMBO to County Fair,3513,423213
7,976,309695:414853:423227,HUDSON to Shuniah St.,3466,423227
3J,979,306851:414854:417246,JUMBO GARDENS to Sherwood Dr.,3525,417246
8,979,307339:414855:417244,JAMES to City Hall via College,3551,417244
16,979,306572:414856:417202,BALMORAL to College,3501,417202
16,985,306572:414856:423225,BALMORAL to College,3501,423225
3M,979,307272:414857:417200,MEMORIAL to County Park,3560,417200
14,976,309390:414858:423205,ARTHUR to City Hall,3541,423205
17,979,306487:414859:417199,CURRENT RIVER to Waterfront,3566,417199
3C,986,308026:414860:423204,COUNTY PARK to Castlegreen Dr,3528,423204
1,979,307009:414861:417215,MAINLINE to City Hall,3565,417215
1,985,307009:414861:423187,MAINLINE to City Hall,3565,423187
15,979,307477:414862:417218,BEVERLY to University,3535,417218
1,986,307963:414863:423243,MAINLINE to Waterfront,3522,423243
11,986,308084:414864:423255,JOHN to Windsor St.,3517,423255
14,976,309393:414865:423205,ARTHUR to Airport,3545,423205
1,976,309610:414866:423208,MAINLINE to Waterfront,3522,423208
15,983,306330:414867:417242,BEVERLY to Intercity,3524,417242
15,987,306330:414867:423266,BEVERLY to Intercity,3524,423266
5,984,306163:414868:417230,EDWARD to Westfort,3543,417230
7,979,307127:414869:417228,HUDSON to Shuniah St.,3466,417228
7,985,307127:414869:423268,HUDSON to Shuniah St.,3466,423268
2,979,307437:414870:417211,CROSSTOWN to College,3504,417211
2,985,307437:414870:423259,CROSSTOWN to College,3504,423259
11,979,306726:414872:417248,JOHN to Waterfront,3510,417248
11,985,306726:414872:423217,JOHN to Waterfront,3510,423217
3M,979,307204:414873:417200,MEMORIAL to County Park,3560,417200
10,979,306864:414874:417240,NORTHWOOD to County Park,3544,417240
10,985,306864:414874:423257,NORTHWOOD to County Park,3544,423257
8,983,305885:414875:417180,JAMES to Intercity via College,3552,417180
8,987,305885:414875:423212,JAMES to Intercity via College,3552,423212
3M,979,307253:414876:417240,MEMORIAL to Waterfront,3562,417240
3M,985,307253:414876:423257,MEMORIAL to Waterfront,3562,423257
12,979,306592:414878:417202,EAST END,3537,417202
12,985,306592:414878:423225,EAST END,3537,423225
3M,979,307227:414879:417158,MEMORIAL to Airport,3516,417158
7,979,307121:414880:417228,HUDSON to Waterfront,3458,417228
1,979,307016:414881:417215,MAINLINE to City Hall,3567,417215
1,985,307016:414881:423187,MAINLINE to City Hall,3567,423187
1,986,307969:414882:423243,MAINLINE to Waterfront,3522,423243
16,979,306589:414883:417211,BALMORAL to City Hall,3498,417211
16,985,306589:414883:423259,BALMORAL to City Hall,3498,423259
14,983,306224:414885:417213,ARTHUR to Airport,3545,417213
14,987,306224:414885:423191,ARTHUR to Airport,3545,423191
2,984,305955:414886:417230,CROSSTOWN to Westfort,3487,417230
14,983,306232:414887:417213,ARTHUR to Airport,3545,417213
14,987,306232:414887:423191,ARTHUR to Airport,3545,423191
10,979,306920:414888:417176,NORTHWOOD to City Hall,3556,417176
10,985,306920:414888:423261,NORTHWOOD to City Hall,3556,423261
3C,979,306924:414889:417229,COUNTY PARK to Northwood,3564,417229
1,976,309598:414890:423246,MAINLINE to Waterfront,3529,423246
3M,979,307281:414891:417158,MEMORIAL to Airport,3521,417158
3M,986,307693:414892:423204,MEMORIAL to County Park,3563,423204
8,979,307370:414893:417244,JAMES to City Hall,3540,417244
3M,986,307792:414894:423230,MEMORIAL to Waterfront,3562,423230
10,986,308258:414895:423254,NORTHWOOD to County Park,3544,423254
3C,979,306940:414896:417229,COUNTY PARK to Castlegreen Dr,3528,417229
3C,985,306940:414896:423222,COUNTY PARK to Castlegreen Dr,3528,423222
7,979,307159:414897:417248,HUDSON to Waterfront,3458,417248
15,986,308537:414900:423235,BEVERLY to Intercity,3524,423235
17,983,305822:414901:417219,CURRENT RIVER to Waterfront,3566,417219
5,980,306754:414902:417217,EDWARD to Waterfront,3555,417217
13,979,306520:414903:417248,JOHN-JUMBO to County Fair,3513,417248
9,986,307840:414905:423215,JUNOT to University,3469,423215
1,979,306995:414906:417215,MAINLINE to City Hall,3565,417215
1,985,306995:414906:423187,MAINLINE to City Hall,3565,423187
3C,979,306972:414907:417200,COUNTY PARK to Northwood,3564,417200
16,982,308345:414908:417220,BALMORAL to College,3501,417220
8,979,307343:414909:417244,JAMES to College,3538,417244
8,985,307343:414909:423198,JAMES to College,3538,423198
1,983,306029:414911:417219,MAINLINE to City Hall,3565,417219
1,987,306029:414911:423196,MAINLINE to City Hall,3565,423196
13,986,308384:414912:423267,JOHN-JUMBO to Waterfront,3483,423267
9,979,307090:414913:417201,JUNOT to University,3469,417201
9,985,307090:414913:423228,JUNOT to University,3469,423228
15,976,309290:414914:423195,BEVERLY to University,3533,423195
2,980,307419:414915:417175,CROSSTOWN to Waterfront,3478,417175
14,979,306645:414916:417246,ARTHUR to Airport,3545,417246
14,985,306645:414916:423197,ARTHUR to Airport,3545,423197
8,976,309730:414917:423263,JAMES to Intercity via College,3552,423263
13,983,306290:414918:417221,JOHN-JUMBO to Waterfront,3483,417221
13,987,306290:414918:423245,JOHN-JUMBO to Waterfront,3483,423245
15,983,306341:414919:417227,BEVERLY to Intercity,3523,417227
15,987,306341:414919:423236,BEVERLY to Intercity,3523,423236
2,980,307379:414920:417237,CROSSTOWN to Westfort,3487,417237
13,976,309296:414921:423227,JOHN-JUMBO to Waterfront,3483,423227
17,979,306493:414922:417201,CURRENT RIVER to Cowan,3442,417201
17,985,306493:414922:423228,CURRENT RIVER to Cowan,3442,423228
1,983,306004:414923:417232,MAINLINE to City Hall,3567,417232
1,987,306004:414923:423209,MAINLINE to City Hall,3567,423209
10,983,306253:414924:417185,NORTHWOOD to County Park,3544,417185
10,987,306253:414924:423256,NORTHWOOD to County Park,3544,423256
2,976,309638:414925:417166,CROSSTOWN to Westfort,3487,417166
1,984,306039:414926:417169,MAINLINE to Waterfront,3522,417169
17,986,307635:414927:423242,CURRENT RIVER to Cowan,3442,423242
2,984,305983:414928:417230,CROSSTOWN to Westfort,3487,417230
17,979,306504:414929:417188,CURRENT RIVER to Waterfront,3566,417188
13,983,306297:414930:417193,JOHN-JUMBO to Waterfront,3483,417193
13,987,306297:414930:423237,JOHN-JUMBO to Waterfront,3483,423237
10,983,306271:414931:417210,NORTHWOOD to College,3549,417210
10,987,306271:414931:423214,NORTHWOOD to College,3549,423214
12,982,308377:414932:417220,EAST END,3537,417220
3C,983,306170:414933:417203,COUNTY PARK to Northwood,3564,417203
13,983,306308:414935:417193,JOHN-JUMBO to County Fair,3513,417193
7,986,307908:414936:423267,HUDSON to Shuniah St.,3466,423267
17,979,306481:414937:417201,CURRENT RIVER to Waterfront,3566,417201
18,979,306422:414938:417199,WESTFORT to City Hall,3546,417199
18,985,306422:414938:423249,WESTFORT to City Hall,3546,423249
17,979,306445:414939:417170,CURRENT RIVER to Cowan,3442,417170
17,985,306445:414939:423206,CURRENT RIVER to Cowan,3442,423206
1,986,307988:414940:423190,MAINLINE to City Hall,3565,423190
14,979,306684:414941:417158,ARTHUR to Airport,3545,417158
14,985,306684:414941:423244,ARTHUR to Airport,3545,423244
1,983,306003:414942:417219,MAINLINE to City Hall,3567,417219
1,987,306003:414942:423196,MAINLINE to City Hall,3567,423196
14,976,309389:414943:423263,ARTHUR to City Hall,3541,423263
1,983,305999:414944:417196,MAINLINE to City Hall,3567,417196
1,987,305999:414944:423247,MAINLINE to City Hall,3567,423247
3M,983,306098:414945:417203,MEMORIAL to Northwood,3515,417203
16,979,306563:414946:417202,BALMORAL to City Hall,3498,417202
16,985,306563:414946:423225,BALMORAL to City Hall,3498,423225
13,976,309298:414947:423227,JOHN-JUMBO to Waterfront,3483,423227
1,984,306038:414948:417169,MAINLINE to Waterfront,3522,417169
13,983,306319:414949:417221,JOHN-JUMBO to County Fair,3513,417221
2,980,307386:414952:417217,CROSSTOWN to Waterfront,3478,417217
3C,979,306938:414953:417245,COUNTY PARK to Castlegreen Dr,3528,417245
3C,985,306938:414953:423258,COUNTY PARK to Castlegreen Dr,3528,423258
18,979,306406:414955:417199,WESTFORT to Mary,3509,417199
18,985,306406:414955:423249,WESTFORT to Mary,3509,423249
15,986,308532:414956:423189,BEVERLY to Intercity,3523,423189
18,986,307580:414957:423200,WESTFORT to Mary,3509,423200
15,979,307504:414958:417218,BEVERLY to University,3533,417218
15,985,307504:414958:423240,BEVERLY to University,3533,423240
1,983,306016:414959:417219,MAINLINE to Waterfront,3522,417219
1,987,306016:414959:423196,MAINLINE to Waterfront,3522,423196
10,983,306256:414960:417185,NORTHWOOD to County Park,3544,417185
10,987,306256:414960:423256,NORTHWOOD to County Park,3544,423256
14,983,306209:414961:417180,ARTHUR to City Hall,3541,417180
14,987,306209:414961:423212,ARTHUR to City Hall,3541,423212
2,986,308512:414962:423250,CROSSTOWN to Westfort,3487,423250
3M,979,307221:414963:417246,MEMORIAL to Airport,3516,417246
7,983,305908:414964:417221,HUDSON to Waterfront,3458,417221
1,976,309583:414965:423208,MAINLINE to City Hall,3567,423208
13,986,308391:414966:423255,JOHN-JUMBO to Waterfront,3483,423255
5,980,306763:414967:417175,EDWARD to Westfort,3543,417175
12,979,306615:414968:417211,EAST END,3537,417211
12,985,306615:414968:423259,EAST END,3537,423259
3M,983,306065:414969:417185,MEMORIAL to County Park,3563,417185
3C,979,306983:414970:417245,COUNTY PARK to City Hall,3561,417245
7,979,307124:414971:417248,HUDSON to Shuniah St.,3466,417248
7,985,307124:414971:423217,HUDSON to Shuniah St.,3466,423217
1,984,306037:414972:417169,MAINLINE to Waterfront,3522,417169
8,979,307325:414973:417223,JAMES to City Hall via College,3551,417223
2,984,305974:414974:417230,CROSSTOWN to Waterfront,3478,417230
16,982,308324:414975:417220,BALMORAL to City Hall,3498,417220
10,979,306901:414976:417245,NORTHWOOD to College,3549,417245
10,985,306901:414976:423258,NORTHWOOD to College,3549,423258
11,986,308056:414977:423255,JOHN to Windsor St.,3517,423255
7,979,307163:414978:417228,HUDSON to Shuniah St.,3466,417228
7,985,307163:414978:423268,HUDSON to Shuniah St.,3466,423268
3J,979,306805:414981:417224,JUMBO GARDENS to Airport,3530,417224
7,979,307181:414982:417228,HUDSON to Waterfront,3458,417228
1,976,309613:414983:417161,MAINLINE to Waterfront,3522,417161
5,976,309456:414984:417214,EDWARD to Westfort,3543,417214
9,983,305835:414985:417227,JUNOT to Waterfront,3499,417227
3M,979,307207:414989:417207,MEMORIAL to Jumbo Gardens,3559,417207
18,979,306438:414990:417187,WESTFORT to City Hall,3546,417187
18,985,306438:414990:423210,WESTFORT to City Hall,3546,423210
10,986,308295:414991:423230,NORTHWOOD to College,3549,423230
5,986,308096:414992:423250,EDWARD to Westfort,3543,423250
9,986,307839:414993:423189,JUNOT to University,3469,423189
11,986,308070:414996:423255,JOHN to Waterfront,3510,423255
16,979,306586:414997:417211,BALMORAL to College,3501,417211
16,985,306586:414997:423259,BALMORAL to College,3501,423259
14,986,308231:414998:423241,ARTHUR to Airport,3545,423241
1,976,309591:414999:423208,MAINLINE to Waterfront,3522,423208
1,979,307003:415001:417215,MAINLINE to City Hall,3565,417215
1,985,307003:415001:423187,MAINLINE to City Hall,3565,423187
3J,979,306846:415002:417246,JUMBO GARDENS to Sherwood Dr.,3525,417246
15,983,306362:415003:417242,BEVERLY to University,3533,417242
15,987,306362:415003:423266,BEVERLY to University,3533,423266
14,983,306226:415004:417213,ARTHUR to Airport,3545,417213
14,987,306226:415004:423191,ARTHUR to Airport,3545,423191
17,986,307627:415005:423189,CURRENT RIVER to Cowan,3442,423189
3M,979,307199:415006:417224,MEMORIAL to Jumbo Gardens,3559,417224
16,982,308329:415007:417220,BALMORAL to College,3501,417220
18,979,306441:415008:417215,WESTFORT to City Hall,3546,417215
18,985,306441:415008:423187,WESTFORT to City Hall,3546,423187
3M,979,307279:415009:417158,MEMORIAL to Jumbo Gardens,3559,417158
15,986,308529:415011:423215,BEVERLY to Intercity,3523,423215
2,980,307435:415012:417217,CROSSTOWN to Waterfront,3478,417217
12,979,306611:415013:417211,EAST END,3537,417211
12,985,306611:415013:423259,EAST END,3537,423259
3J,979,306824:415014:417207,JUMBO GARDENS to Sherwood Dr.,3525,417207
12,979,306609:415016:417211,EAST END,3537,417211
15,983,306351:415017:417227,BEVERLY to University,3535,417227
15,987,306351:415017:423236,BEVERLY to University,3535,423236
2,980,307407:415019:417175,CROSSTOWN to Westfort,3487,417175
15,986,308566:415021:423226,BEVERLY to University,3535,423226
9,986,307852:415022:423226,JUNOT to University,3469,423226
8,979,307341:415023:417233,JAMES to City Hall,3540,417233
11,979,306722:415025:417248,JOHN to Windsor St.,3517,417248
11,985,306722:415025:423217,JOHN to Windsor St.,3517,423217
14,986,308220:415026:423252,ARTHUR to Airport,3545,423252
1,976,309582:415027:423229,MAINLINE to City Hall,3567,423229
5,986,308113:415028:423250,EDWARD to Westfort,3543,423250
15,983,306333:415029:417227,BEVERLY to Intercity,3524,417227
15,987,306333:415029:423236,BEVERLY to Intercity,3524,423236
15,986,308572:415031:423235,BEVERLY to University,3535,423235
2,986,308490:415032:423250,CROSSTOWN to Waterfront,3478,423250
8,986,308443:415033:423201,JAMES to City Hall via College,3551,423201
8,976,309715:415034:423263,JAMES to Intercity via College,3552,423263
5,986,308110:415035:423232,EDWARD to Westfort,3543,423232
1,976,309630:415038:423208,MAINLINE to Waterfront,3529,423208
14,986,308237:415039:423188,ARTHUR to Airport,3545,423188
10,976,309337:415040:423211,NORTHWOOD to County Park,3544,423211
8,983,305882:415041:417180,JAMES to College,3538,417180
8,987,305882:415041:423212,JAMES to College,3538,423212
10,986,308273:415043:423253,NORTHWOOD to County Park,3544,423253
7,979,307140:415044:417228,HUDSON to Waterfront,3458,417228
1,986,307960:415045:423243,MAINLINE to Waterfront,3522,423243
15,979,307485:415046:417188,BEVERLY to University,3535,417188
8,983,305876:415047:417212,JAMES to City Hall via College,3551,417212
9,979,307058:415048:417167,JUNOT to University,3469,417167
9,985,307058:415048:423192,JUNOT to University,3469,423192
18,986,307576:415049:423200,WESTFORT to Mary,3509,423200
7,983,305943:415050:417221,HUDSON to Shuniah St.,3466,417221
7,987,305943:415050:423245,HUDSON to Shuniah St.,3466,423245
7,983,305937:415051:417221,HUDSON to Shuniah St.,3466,417221
7,987,305937:415051:423245,HUDSON to Shuniah St.,3466,423245
15,983,306329:415052:417227,BEVERLY to Intercity,3524,417227
15,987,306329:415052:423236,BEVERLY to Intercity,3524,423236
10,976,309367:415053:423269,NORTHWOOD to College,3549,423269
1,986,307935:415054:423243,MAINLINE to City Hall,3565,423243
7,976,309694:415055:423213,HUDSON to Shuniah St.,3466,423213
16,986,308350:415056:423265,BALMORAL to College,3501,423265
7,979,307146:415057:417248,HUDSON to Shuniah St.,3466,417248
7,985,307146:415057:423217,HUDSON to Shuniah St.,3466,423217
3M,983,306116:415058:417198,MEMORIAL to City Hall,3518,417198
2,980,307431:415059:417217,CROSSTOWN to Waterfront,3478,417217
3C,979,306949:415061:417200,COUNTY PARK to Castlegreen Dr,3528,417200
3C,985,306949:415061:423223,COUNTY PARK to Castlegreen Dr,3528,423223
16,979,306534:415062:417211,BALMORAL to City Hall,3498,417211
16,985,306534:415062:423259,BALMORAL to City Hall,3498,423259
14,986,308246:415063:423219,ARTHUR to City Hall,3541,423219
5,976,309481:415064:417166,EDWARD to Waterfront,3555,417166
1,986,307930:415065:423243,MAINLINE to City Hall,3565,423243
10,979,306881:415066:417245,NORTHWOOD to College,3549,417245
10,985,306881:415066:423258,NORTHWOOD to College,3549,423258
18,983,305762:415067:417232,WESTFORT to Mary,3509,417232
14,986,308189:415068:423193,ARTHUR to City Hall,3541,423193
11,979,306697:415069:417248,JOHN to Windsor St.,3517,417248
11,985,306697:415069:423217,JOHN to Windsor St.,3517,423217
10,979,306857:415070:417200,NORTHWOOD to County Park,3544,417200
10,985,306857:415070:423223,NORTHWOOD to County Park,3544,423223
8,979,307359:415071:417223,JAMES to Intercity via College,3552,417223
8,985,307359:415071:423216,JAMES to Intercity via College,3552,423216
8,983,305901:415072:417180,JAMES to College,3538,417180
8,987,305901:415072:423212,JAMES to College,3538,423212
13,983,306299:415073:417193,JOHN-JUMBO to Waterfront,3483,417193
13,987,306299:415073:423237,JOHN-JUMBO to Waterfront,3483,423237
15,979,307450:415074:417218,BEVERLY to Intercity,3524,417218
15,985,307450:415074:423240,BEVERLY to Intercity,3524,423240
1,976,309586:415075:423229,MAINLINE to Waterfront,3522,423229
15,979,307466:415076:417201,BEVERLY to Intercity,3524,417201
15,985,307466:415076:423228,BEVERLY to Intercity,3524,423228
9,983,305833:415077:417242,JUNOT to Waterfront,3499,417242
17,979,306459:415078:417201,CURRENT RIVER to Cowan,3442,417201
17,985,306459:415078:423228,CURRENT RIVER to Cowan,3442,423228
9,986,307844:415079:423189,JUNOT to University,3469,423189
9,979,307054:415080:417218,JUNOT to Waterfront,3499,417218
3C,979,306970:415081:417176,COUNTY PARK to Northwood,3564,417176
8,979,307357:415082:417216,JAMES to Intercity via College,3552,417216
8,985,307357:415082:423202,JAMES to Intercity via College,3552,423202
5,986,308109:415083:423199,EDWARD to Westfort,3543,423199
13,986,308389:415085:423255,JOHN-JUMBO to Waterfront,3483,423255
1,986,307932:415086:423243,MAINLINE to City Hall,3567,423243
13,976,309308:415087:423227,JOHN-JUMBO to Waterfront,3483,423227
14,986,308236:415088:423241,ARTHUR to Airport,3545,423241
1,979,307024:415090:417215,MAINLINE to Waterfront,3522,417215
3C,983,306200:415091:417210,COUNTY PARK to Castlegreen Dr,3528,417210
3C,987,306200:415091:423214,COUNTY PARK to Castlegreen Dr,3528,423214
8,983,305890:415092:417180,JAMES to City Hall via College,3551,417180
18,983,305748:415093:417219,WESTFORT to Mary,3509,417219
1,984,306034:415094:417169,MAINLINE to Waterfront,3522,417169
14,976,309382:415095:423263,ARTHUR to City Hall,3541,423263
